red,green,blue,cat,alpha
141,155,168,417,0.0025
141,155,166,417,0.0025
144,154,166,417,0.0025
143,153,162,417,0.0025
144,151,161,417,0.0025
143,150,158,417,0.0025
144,149,155,417,0.0025
143,148,154,417,0.0025
146,149,154,417,0.0025
145,148,153,417,0.0025
144,149,155,417,0.0025
143,148,154,417,0.0025
141,148,158,417,0.0025
140,147,157,417,0.0025
139,147,158,417,0.0025
138,147,154,417,0.0025
141,146,150,417,0.0025
138,146,148,417,0.0025
136,146,148,417,0.0025
131,144,150,417,0.0025
128,142,153,417,0.0025
123,141,155,417,0.0025
121,138,156,417,0.0025
119,137,159,417,0.0025
115,135,159,417,0.0025
117,137,162,417,0.0025
119,139,164,417,0.0025
120,140,165,417,0.0025
124,140,166,417,0.0025
124,140,166,417,0.0025
124,138,164,417,0.0025
122,138,163,417,0.0025
117,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
117,138,165,417,0.0025
117,138,165,417,0.0025
117,138,165,417,0.0025
116,137,164,417,0.0025
116,137,164,417,0.0025
115,136,163,417,0.0025
115,136,163,417,0.0025
113,137,163,417,0.0025
114,138,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
112,138,165,417,0.0025
112,138,165,417,0.0025
111,137,164,417,0.0025
111,137,164,417,0.0025
111,137,164,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
113,139,166,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
121,142,169,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
123,144,171,417,0.0025
124,145,172,417,0.0025
124,145,172,417,0.0025
124,145,172,417,0.0025
123,144,171,417,0.0025
123,144,171,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
123,144,171,417,0.0025
123,144,171,417,0.0025
125,145,172,417,0.0025
129,146,174,417,0.0025
130,145,174,417,0.0025
130,146,172,417,0.0025
131,147,173,417,0.0025
131,147,172,417,0.0025
131,147,172,417,0.0025
132,148,171,417,0.0025
132,148,171,417,0.0025
132,148,171,417,0.0025
131,147,170,417,0.0025
130,146,171,417,0.0025
129,145,170,417,0.0025
128,144,170,417,0.0025
128,144,170,417,0.0025
128,143,172,417,0.0025
128,145,173,417,0.0025
125,145,172,417,0.0025
123,144,171,417,0.0025
122,143,170,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
121,142,169,417,0.0025
122,143,170,417,0.0025
123,144,171,417,0.0025
124,145,172,417,0.0025
124,145,172,417,0.0025
124,145,172,417,0.0025
124,145,172,417,0.0025
123,144,171,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
123,144,171,417,0.0025
123,144,171,417,0.0025
123,144,171,417,0.0025
122,143,170,417,0.0025
122,143,170,417,0.0025
121,142,169,417,0.0025
121,142,169,417,0.0025
119,143,169,417,0.0025
118,142,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
117,143,170,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
116,142,169,417,0.0025
118,139,166,417,0.0025
119,140,167,417,0.0025
119,140,167,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
119,140,167,417,0.0025
119,140,167,417,0.0025
118,139,166,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
120,141,168,417,0.0025
118,142,168,417,0.0025
117,141,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
116,142,167,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
115,141,168,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
114,140,167,417,0.0025
113,139,166,417,0.0025
